"0"	5524.949999999998
"1"	4958.600000000001
"10"	4819.700000000001
"11"	5152.290000000002
"12"	4664.589999999998
"13"	4367.62
"14"	4735.030000000001
"15"	5413.510000000001
"16"	4979.06
"17"	5032.679999999999
"18"	4921.27
"19"	5059.4299999999985
"2"	5994.59
"20"	4836.859999999999
"21"	4707.41
"22"	5019.449999999999
"23"	4042.6499999999987
"24"	5259.920000000003
"25"	5057.610000000001
"26"	5250.4
"27"	4915.889999999999
"28"	5000.709999999998
"29"	5032.529999999999
"3"	4659.63
"30"	4990.72
"31"	4765.05
"32"	5496.050000000004
"33"	5254.659999999998
"34"	5330.8
"35"	5155.419999999999
"36"	4278.049999999997
"37"	4735.200000000002
"38"	4898.460000000002
"39"	6193.109999999999
"4"	4815.050000000002
"40"	5186.429999999999
"41"	5637.62
"42"	5696.840000000003
"43"	5368.83
"44"	4756.8899999999985
"45"	3309.38
"46"	5963.109999999999
"47"	4316.299999999999
"48"	4384.33
"49"	4394.599999999999
"5"	4561.069999999999
"50"	4517.27
"51"	4975.22
"52"	5245.059999999999
"53"	4945.299999999999
"54"	6065.389999999999
"55"	5298.090000000002
"56"	4701.019999999999
"57"	4628.4
"58"	5437.7300000000005
"59"	5642.89
"6"	5397.879999999998
"60"	5040.709999999999
"61"	5497.479999999998
"62"	5253.3200000000015
"63"	5415.150000000001
"64"	5288.689999999996
"65"	5140.3499999999985
"66"	4681.919999999999
"67"	4505.79
"68"	6375.449999999997
"69"	5123.010000000001
"7"	4755.070000000001
"70"	5368.249999999999
"71"	5995.660000000003
"72"	5337.44
"73"	6206.199999999999
"74"	4647.129999999999
"75"	4178.500000000001
"76"	4904.209999999999
"77"	4327.729999999999
"78"	4524.509999999999
"79"	3790.570000000001
"8"	5517.240000000001
"80"	4727.860000000001
"81"	5112.709999999999
"82"	4812.489999999998
"83"	4635.799999999997
"84"	4652.939999999999
"85"	5503.43
"86"	4908.81
"87"	5206.4
"88"	4830.549999999999
"89"	4851.479999999999
"9"	5322.649999999999
"90"	5290.409999999998
"91"	4642.259999999999
"92"	5379.280000000002
"93"	5265.750000000001
"94"	4475.569999999999
"95"	4876.840000000002
"96"	3924.230000000001
"97"	5977.189999999995
"98"	4297.260000000001
"99"	4172.289999999998
